epoch,train_loss,val_loss,train_error1,val_error1,train_error5,val_error5
1,1.6827595040130616,1.2510822160720825,55.452,42.41,10.238,5.140000000000001
2,1.1932081665802001,1.0195371483802795,40.39,33.91,4.498000000000005,3.1700000000000017
3,0.9646261870574951,0.8998270561218261,32.873999999999995,29.849999999999994,2.7139999999999986,2.0900000000000034
4,0.8345833648490906,0.7320354971885681,28.126000000000005,24.409999999999997,1.9819999999999993,1.6400000000000006
5,0.7234729781341552,0.6819155764579773,24.593999999999994,23.090000000000003,1.4519999999999982,1.4599999999999937
6,0.6438839940643311,0.6449636325836182,22.117999999999995,21.650000000000006,1.2219999999999942,1.3599999999999994
7,0.6000927583503723,0.6618604959011077,20.28,21.620000000000005,1.0600000000000023,1.2399999999999949
8,0.5401494953536987,0.5445779159069061,18.598,18.42,0.8400000000000034,1.019999999999996
9,0.49323256408691407,0.5484074648380279,17.072000000000003,18.010000000000005,0.6700000000000017,0.9099999999999966
10,0.4643126789474487,0.5286097997188568,16.012,17.33,0.5699999999999932,0.8299999999999983
11,0.35332610357284544,0.43931684503555296,12.408000000000001,14.299999999999997,0.35999999999999943,0.5799999999999983
12,0.32380712421417235,0.4584124754428864,11.281999999999996,14.920000000000002,0.30400000000000205,0.7099999999999937
13,0.3050538363933563,0.4591112235069275,10.658000000000001,14.569999999999993,0.2980000000000018,0.6599999999999966
14,0.292043432636261,0.43752123193740844,10.319999999999993,14.069999999999993,0.28000000000000114,0.6299999999999955
15,0.2745013031578064,0.4292503560066223,9.537999999999997,13.920000000000002,0.24200000000000443,0.7000000000000028
16,0.21272878799438477,0.38960362610816957,7.397999999999996,12.599999999999994,0.1419999999999959,0.4399999999999977
17,0.19055886095523833,0.38913927145004273,6.549999999999997,12.780000000000001,0.10599999999999454,0.45999999999999375
18,0.17985253074169158,0.38331635365486144,6.302000000000007,12.379999999999995,0.08199999999999363,0.4099999999999966
19,0.17836808690547942,0.38192312564849856,6.206000000000003,12.150000000000006,0.09399999999999409,0.4000000000000057
20,0.16721152312278748,0.3826661636352539,5.754000000000005,12.260000000000005,0.07200000000000273,0.5100000000000051
21,0.15887464779853822,0.38144436721801755,5.5,12.150000000000006,0.06399999999999295,0.5100000000000051
22,0.1528692482805252,0.3828830201625824,5.292000000000002,12.11,0.058000000000006935,0.5100000000000051
23,0.1486918788433075,0.38480331463813783,5.109999999999999,12.239999999999995,0.0799999999999983,0.5
24,0.1474015904021263,0.3840039690494537,5.177999999999997,12.170000000000002,0.06199999999999761,0.4200000000000017
25,0.14396867686271667,0.38786539998054503,4.971999999999994,12.010000000000005,0.0799999999999983,0.4399999999999977
26,0.13615652250528334,0.3848874953746796,4.6640000000000015,12.170000000000002,0.060000000000002274,0.46999999999999886
27,0.13570213788986207,0.38605648345947263,4.721999999999994,11.939999999999998,0.04600000000000648,0.4899999999999949
28,0.13386655329227448,0.3838599835395813,4.579999999999998,12.040000000000006,0.055999999999997385,0.45999999999999375
29,0.13247801568031312,0.38380715942382815,4.543999999999997,12.150000000000006,0.04800000000000182,0.45000000000000284
30,0.13365503860473632,0.3839397695064545,4.608000000000004,11.950000000000003,0.04600000000000648,0.480000000000004
31,0.13348110906124114,0.3842968521118164,4.575999999999993,12.049999999999997,0.054000000000002046,0.46999999999999886
32,0.13476007230758666,0.38287543811798097,4.616,11.950000000000003,0.05200000000000671,0.46999999999999886
33,0.1303368823814392,0.3849138886451721,4.367999999999995,12.049999999999997,0.04600000000000648,0.45999999999999375
34,0.1312089913725853,0.38503102798461913,4.4680000000000035,11.989999999999995,0.04600000000000648,0.45000000000000284
35,0.12885088344573975,0.38402805819511415,4.372,12.180000000000007,0.06199999999999761,0.45999999999999375
36,0.13106978911399841,0.3829023910999298,4.573999999999998,12.040000000000006,0.0379999999999967,0.46999999999999886
37,0.12737735353946686,0.3829832323074341,4.390000000000001,12.0,0.034000000000006025,0.45000000000000284
38,0.1281639370059967,0.3867756064891815,4.323999999999998,12.040000000000006,0.031999999999996476,0.46999999999999886
39,0.1282829335308075,0.38587344245910643,4.310000000000002,11.969999999999999,0.04600000000000648,0.45000000000000284
40,0.127177461476326,0.38429697709083555,4.353999999999999,11.939999999999998,0.036000000000001364,0.45000000000000284
41,0.12613624110221863,0.3840192216396332,4.352000000000004,11.969999999999999,0.054000000000002046,0.480000000000004
42,0.12319798286437988,0.3854640402793884,4.244,11.950000000000003,0.04399999999999693,0.4899999999999949
43,0.12739555551290513,0.3856814248561859,4.268000000000001,11.909999999999997,0.04999999999999716,0.45999999999999375
44,0.12485527562618255,0.38551540546417234,4.319999999999993,11.760000000000005,0.04200000000000159,0.480000000000004
45,0.12589774861335754,0.38655848202705384,4.278000000000006,11.980000000000004,0.04399999999999693,0.45000000000000284
46,0.124668148727417,0.3875661804676056,4.359999999999999,11.939999999999998,0.04200000000000159,0.45999999999999375
47,0.12199562024116516,0.38617735919952395,4.263999999999996,11.969999999999999,0.030000000000001137,0.480000000000004
48,0.12571908961772918,0.38771713643074035,4.313999999999993,11.989999999999995,0.04399999999999693,0.4399999999999977
49,0.12291800044059753,0.38745667958259583,4.245999999999995,11.89,0.04000000000000625,0.45000000000000284
50,0.12125974753499032,0.3882385492324829,4.177999999999997,12.0,0.04200000000000159,0.46999999999999886
51,0.12042180670261383,0.3868829780101776,4.146000000000001,11.86,0.04200000000000159,0.46999999999999886
52,0.11776914142608642,0.38709269361495974,4.024000000000001,11.950000000000003,0.0379999999999967,0.480000000000004
53,0.12113966014862061,0.3914898886680603,4.043999999999997,12.019999999999996,0.04200000000000159,0.45999999999999375
54,0.11892860507965088,0.3910721818447113,4.067999999999998,11.900000000000006,0.036000000000001364,0.46999999999999886
