224,224,3,11,11,64,1,1
27,27,64,5,5,192,1,1
13,13,192,3,3,384,0,1
13,13,384,3,3,384,0,1
13,13,384,3,3,256,1,1
1,1,9216,1,1,4096,0,1
1,1,4096,1,1,4096,0,1
1,1,4096,1,1,10,0,1
